Week,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Optimization score,Campaign type,Avg. CPV,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,CTR,All video ad seq. impr.,Invalid clicks,Engagements,Invalid click rate,Engagement rate,Invalid Interactions,Avg. target cost per install,View rate (In-stream),View rate (In-feed),View rate (Shorts),Avg. target ROAS optimization,Avg. target ROAS,Views,Avg. watch time / impr.,Invalid Interaction rate,Avg. CPE,Avg. target CPA optimization,Avg. target CPA,Avg. target cost per in-app action,Watch time,Impr. (co-viewed),Impr. (Abs. Top) %,Video played to 25%,Video played to 50%,Video played to 75%,Video played to 100%,Impr. (Top) %,Number of eligible keywords,Number of eligible responsive search ads,Number of eligible sitelinks (upgraded),Number of disapproved ads,Number of eligible ad groups,Number of eligible sitelinks (legacy),Number of eligible images (upgraded),Number of eligible ads,Number of disapproved keywords,Ad strength details,Number of eligible images (legacy),Results,Page view,Results value,Purchase,Download,Measurable impr.,Measurable rate,Viewable impr. distrib.,Viewable rate,Non-viewable impr.,Measurable cost,Viewable CTR,Non-measurable impr. distrib.,Viewable impr.,Non-measurable impr.,Avg. viewable CPM,Non-viewable impr. distrib.,Conv. value,Value / conv.,Conversions (by conv. time),All conv.,All conv. value,Conv. value / cost,Value adjustment,Conv. value (by conv. time),Cost / all conv.,All conv. value / cost,Conv. value / click,New customer lifetime value,Value / conv. (by conv. time),All conv. rate,All conv. value / click,Value / all conv.,All conv. (by conv. time),Orders,Units sold,Gross profit margin,Lead units sold,All value adjustment,All conv. value (by conv. time),Revenue,Avg. cart size,Cost of goods sold,Lead gross profit,All new customer lifetime value,Value / all conv. (by conv. time),Avg. order value,Gross profit,Lead revenue,Lead cost of goods sold,Cross-sell gross profit,Cross-device conv. (by conv. time),Cross-sell units sold,Cross-device conv. value,Cross-sell revenue,Cross-sell cost of goods sold,Cross-device conv.,Cross-device conv. value (by conv. time),View-through conv.,New customers,Installs,Installs per (1000) impressions,Cost / In-app action,Cost / Install,In-app actions,Conv. rate (install),Conv. rate (in-app action),Currency code,Est. add. cost/wk (rec. budget),Est. add. interactions/wk (rec. budget),Recommended budget,Conversions (current model),Conv. value (current model),Conv. value / cost (current model),"Value / conv. (current model, by conv. time)",Cost / conv. (current model),Value / conv. (current model),"Conversions (current model, by conv. time)",Conv. rate (current model),Conv. value / click (current model),"Conv. value (current model, by conv. time)",Campaign subtype,Location Goal for Target IS,Label,Conversion goals,Target ROAS,Max CPC Bid Limit for Target IS,Account optimization headroom,Campaign ID,Bid strategy,Target CPA,Target Impression Share,Campaign group,Search impr. share,Search lost IS (rank),Search lost IS (budget),Search exact match IS,Display lost IS (budget),Search top IS,Search lost top IS (rank),Search lost top IS (budget),Display impr. share,Click share,Search abs. top IS,Search lost abs. top IS (rank),Search lost abs. top IS (budget),Display lost IS (rank),Relative CTR,Phone calls,Phone impr.,PTR,Chat rate,Message impr.,Chats,Earned likes,Earned subscribers,Earned playlist additions,Earned views,Earned shares,Bid changes,Targeting changes,Budget changes,Status changes,Network changes,All changes,Keyword changes,Ad changes,Avg. impr. freq. / user,Avg. impr. freq. / user (30 days),Unique users,1+,2+,3+,4+,5+,10+,Avg. impr. freq. / user (7 days),Gmail clicks to website,Gmail saves,Gmail forwards,CPA,Donación,Cuota de impresiones perdidas (Display),Cuota de impresiones perdidas (Presup.),Bid strategy type,Participated in-app actions,Clicks,Conv. rate,Conversions,Cost / Participated in-app action,Avg. CPC,Cost / conv.
4/22/2024,Paused,UNICEF_UNICEF_beirut-conversion_prospecting_agosto-septiembre-2020_conversions_EC_paidsearch_google_adsmurai, --,USD,3,Daily,Paused,campaign paused; campaign ended; some ads disapproved, --,Search,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,0,0,1,3,0,0,8,0,32,"Pending: 0
No Ads: 0
Poor: 1
Average: 1
Good: 0
Excellent: 0",0,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,10846396775, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,0,0.00%,0,0,0,0
2/12/2024,Paused,UNICEF_UNICEF_general-ongoing-3_prospecting_alwayson_traffic_EC_discovery_adsmurai, --,USD,10.7,Daily,Paused,campaign paused; campaign ended; some ads disapproved; some ads limited by policy, --,Demand Gen,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,3,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai; drtv 21 - OLA 2,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,16054739910, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,0,0.00%,0,0,0,0
4/29/2024,Paused,UNICEF_UNICEF_general-ongoing-3_prospecting_alwayson_traffic_EC_discovery_adsmurai, --,USD,10.7,Daily,Paused,campaign paused; campaign ended; some ads disapproved; some ads limited by policy, --,Demand Gen,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,3,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai; drtv 21 - OLA 2,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,16054739910, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,0,0.00%,0,0,0,0
2/12/2024,Paused,UNICEF_UNICEF_beirut-conversion_prospecting_agosto-septiembre-2020_conversions_EC_paidsearch_google_adsmurai, --,USD,3,Daily,Paused,campaign paused; campaign ended; some ads disapproved, --,Search,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,0,0,1,3,0,0,8,0,32,"Pending: 0
No Ads: 0
Poor: 1
Average: 1
Good: 0
Excellent: 0",0,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,10846396775, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,0,0.00%,0,0,0,0
2/5/2024,Paused,UNICEF_UNICEF_ayuda-Infancia-website_prospecting_alwayson_conversions_EC_paidsearch_google_adsmurai, --,USD,10,Daily,Paused,campaign paused; campaign ended; unknown, --,Search,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,0,0,3,0,0,0,10,0,7,"Pending: 0
No Ads: 0
Poor: 0
Average: 1
Good: 0
Excellent: 0",0,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,[6444504318], --, --, --,14589330601, --,78, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions (Target CPA),0,0,0.00%,0,0,0,0
3/18/2024,Paused,UNICEF_UNICEF_youtube_prospecting_noviembre-diciembre-2020_video-views_EC_youtube_adsmurai, --,USD,200,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,11670087796, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Manual CPV,0,0,0.00%,0,0,0,0
2/5/2024,Paused,UNICEF_UNICEF_youtube_prospecting_noviembre-diciembre-2020_video-views_EC_youtube_adsmurai, --,USD,200,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,11670087796, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Manual CPV,0,0,0.00%,0,0,0,0
3/11/2024,Paused,UNICEF_UNICEF_youtube_prospecting_noviembre-diciembre-2020_video-views_EC_youtube_adsmurai, --,USD,200,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,11670087796, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Manual CPV,0,0,0.00%,0,0,0,0
3/4/2024,Paused,UNICEF_UNICEF_youtube_prospecting_noviembre-diciembre-2020_video-views_EC_youtube_adsmurai, --,USD,200,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,11670087796, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Manual CPV,0,0,0.00%,0,0,0,0
4/15/2024,Paused,UNICEF_UNICEF_youtube_prospecting_noviembre-diciembre-2020_video-views_EC_youtube_adsmurai, --,USD,200,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,11670087796, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Manual CPV,0,0,0.00%,0,0,0,0
4/8/2024,Paused,UNICEF_UNICEF_youtube_prospecting_noviembre-diciembre-2020_video-views_EC_youtube_adsmurai, --,USD,200,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,11670087796, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Manual CPV,0,0,0.00%,0,0,0,0
2/19/2024,Paused,UNICEF_UNICEF_youtube_prospecting_noviembre-diciembre-2020_video-views_EC_youtube_adsmurai, --,USD,200,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,11670087796, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Manual CPV,0,0,0.00%,0,0,0,0
2/26/2024,Paused,UNICEF_UNICEF_youtube_prospecting_noviembre-diciembre-2020_video-views_EC_youtube_adsmurai, --,USD,200,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,11670087796, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Manual CPV,0,0,0.00%,0,0,0,0
4/22/2024,Paused,UNICEF_UNICEF_youtube_prospecting_noviembre-diciembre-2020_video-views_EC_youtube_adsmurai, --,USD,200,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,11670087796, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Manual CPV,0,0,0.00%,0,0,0,0
2/12/2024,Paused,UNICEF_UNICEF_youtube_prospecting_noviembre-diciembre-2020_video-views_EC_youtube_adsmurai, --,USD,200,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,11670087796, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Manual CPV,0,0,0.00%,0,0,0,0
4/29/2024,Paused,UNICEF_UNICEF_youtube_prospecting_noviembre-diciembre-2020_video-views_EC_youtube_adsmurai, --,USD,200,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,11670087796, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Manual CPV,0,0,0.00%,0,0,0,0
1/29/2024,Paused,UNICEF_UNICEF_youtube_prospecting_noviembre-diciembre-2020_video-views_EC_youtube_adsmurai, --,USD,200,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,11670087796, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Manual CPV,0,0,0.00%,0,0,0,0
3/25/2024,Paused,UNICEF_UNICEF_youtube_prospecting_noviembre-diciembre-2020_video-views_EC_youtube_adsmurai, --,USD,200,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,11670087796, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Manual CPV,0,0,0.00%,0,0,0,0
4/15/2024,Paused,UNICEF_UNICEF_general-ongoing_prospecting_alwayson_video-views_EC_youtube_adsmurai, --,USD,2750,Campaign Total,Paused,campaign paused; campaign ended; some ads disapproved, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,3,1,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Drive conversions, --,adsmurai; drtv 21 - OLA 2,[6444504318], --, --, --,16054335069, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,0,0.00%,0,0,0,0
3/18/2024,Paused,UNICEF_UNICEF_general-local_prospecting_alwayson_Conversions_EC_GooglePmax_adsmurai, --,USD,30,Daily,Paused,campaign paused; campaign ended; some asset groups limited by policy, --,Performance Max,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,2,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --, --,[PURCHASE/WEBSITE], --, --, --,20215751447, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,0,0.00%,0,0,0,0
4/22/2024,Paused,UNICEF_UNICEF_general-local_prospecting_alwayson_Conversions_EC_GooglePmax_adsmurai, --,USD,30,Daily,Paused,campaign paused; campaign ended; some asset groups limited by policy, --,Performance Max,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,2,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --, --,[PURCHASE/WEBSITE], --, --, --,20215751447, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,0,0.00%,0,0,0,0
